x,y,plane,plane_noise,saddle,saddle_noise,cubic,cubic_noise,absolute,absolute_noise,estimation_plane_0.1_1,estimation_plane_0.1_2,estimation_saddle_0.1_1,estimation_saddle_0.1_2,estimation_cubic_0.1_1,estimation_cubic_0.1_2,estimation_absolute_0.1_1,estimation_absolute_0.1_2,estimation_plane_0.5_1,estimation_plane_0.5_2,estimation_saddle_0.5_1,estimation_saddle_0.5_2,estimation_cubic_0.5_1,estimation_cubic_0.5_2,estimation_absolute_0.5_1,estimation_absolute_0.5_2,estimation_plane_1_1,estimation_plane_1_2,estimation_saddle_1_1,estimation_saddle_1_2,estimation_cubic_1_1,estimation_cubic_1_2,estimation_absolute_1_1,estimation_absolute_1_2
-5.0,-5.0,10.0,11.829861887631507,0.0,-11.241167868812466,120.0,77.14029484134358,10.0,11.301271100632905,9.298200215578865,10.0225178001243,-2.5619319965003395,-2.768857261822668,112.28881937440929,114.1607763125436,10.024694753064557,10.171372544835332,9.80818178280524,9.59878493874882,-1.0774406558268257,-2.4175008866337464,83.53596599939557,110.74500758349438,9.731944772550715,10.461109589027092,10.000694109826243,9.788428237996389,-0.633238797851,-1.266349816646356,70.79281735526162,84.52261924135712,6.720042350769253,11.193690837689903
-4.795918367346939,-5.0,9.387755102040815,9.297752409294132,-1.9991670137442696,-0.4407708289334286,105.3101173830632,71.0038248963246,9.79591836734694,8.181240891082162,8.863700626939407,9.582826340211383,-4.107576872493712,-4.877373250983908,103.1686483616438,101.92715424081884,9.792784797736688,9.9001337042154,9.2037048320955,9.09161723621679,-2.2010071729761607,-4.21516572116017,78.41935072769449,99.95507162816118,9.543038941267495,10.16814507853365,9.385356376481456,9.189291732954477,-1.0333821216157824,-3.209338836087673,67.65723784662107,79.16386416401454,6.662734622087875,10.820868608372292
-4.591836734693878,-5.0,8.775510204081634,10.528579269219971,-3.9150354019158655,-13.04797223774176,91.81871499120268,89.83398423944709,9.591836734693878,11.142740845843338,8.41639746908454,9.137872232783968,-5.615403270084929,-6.809596795488447,94.30363905352004,90.40882900134928,9.563700265141126,9.633990100864224,8.597855604485074,8.57349234246993,-3.298422817215156,-5.9368060661402655,73.46889201926938,89.82067157993991,9.35691365358478,9.874406454119724,8.76989051596276,8.589184695126459,-1.423032496168955,-5.071571982241969,64.53394462231465,74.01341781285663,6.6086442347978345,10.463290081757984
-4.387755102040816,-5.0,8.163265306122447,8.789281919693419,-5.747605164514788,-14.517484081666932,79.4747936659045,101.72130662144504,9.387755102040815,10.373022942141912,7.9640245136874,8.698402017193297,-7.103607972919656,-8.629527489851451,85.74924387710634,79.37183537730074,9.33750155864466,9.379009892046412,7.990575843483513,8.04585427989875,-4.375612893906019,-7.587794127824556,68.74251185089011,80.35686365145627,9.178646009047675,9.577093029494874,8.154299299035808,7.988169113848263,-1.8022560374085348,-6.8530518044116695,61.4220298260655,69.06345448971096,6.557853680521065,10.12101268165819
-4.183673469387755,-5.0,7.551020408163264,5.536656630298401,-7.496876301541025,-14.019644246283676,68.22735424865489,84.77397614845765,9.183673469387756,8.970605177025623,7.472067552293738,8.194594112690163,-8.530269422587594,-10.21996471388507,77.41770203513626,69.63683731598803,9.11581780128479,9.131164219416355,7.382051192603552,7.50669813011996,-5.40935788206214,-9.1533151955242,64.08680916071958,71.48203728749613,8.995461073346789,9.287475334926317,7.538587704929311,7.386312222517709,-2.171151418705209,-8.55376989822996,58.32046242049161,64.30587774518796,6.510438143171142,9.79408889926843
-3.979591836734694,-5.0,6.938775510204081,6.624594586403058,-9.162848812994584,-3.383084997189499,58.02539758093992,58.57727895999507,8.979591836734695,7.227798595774562,6.979377617680116,7.69254137186603,-9.959234918613172,-11.743690691166444,69.3059636180658,60.29480960770319,8.895051022274593,8.89277230780717,6.772664806357217,6.962118312916011,-6.434217798007955,-10.653101040250238,59.70344417168842,63.25896094962181,8.826143269871787,8.992753501314382,6.922762196338478,6.783684028656726,-2.529845926176494,-10.173702627590336,55.22811082891517,59.73238006334328,6.466465310056682,9.482564911843712
-3.7755102040816326,-5.0,6.326530612244898,9.941198567423466,-10.745522698875469,-9.749385223289432,48.81792450424568,35.98782521034418,8.775510204081632,8.471481935375268,6.4394929847683,7.115853731488596,-11.30114110485075,-13.05325912930756,61.56285657640216,52.13641633800295,8.678457813226277,8.66662277342039,6.162654691762556,6.409190010803591,-7.426294332401071,-12.074010941996562,55.45781231517461,55.62015105740704,8.659008568089606,8.703077804081973,6.3068315806200985,6.180359017959255,-2.878493902804837,-11.712817007704412,52.14377500998977,55.33451673377089,6.425996001082609,9.18648092861255
-3.571428571428571,-5.0,5.7142857142857135,6.296905577124417,-12.244897959183676,-8.549721356630272,40.5539358600583,97.4855428059039,8.571428571428571,8.073551682171688,5.882220049317303,6.52235862852628,-12.62920759462904,-14.259059739403096,53.981018304967606,44.62763343187133,8.462162340249296,8.44141815728078,5.552189248966815,5.846848453431594,-8.379484865599437,-13.416458647098713,51.35435580956099,48.56391428261431,8.49447076620263,8.419499313773315,5.690807580767043,5.576416966642758,-3.217278253555554,-13.171086229609358,49.06621465731656,51.10375972689578,6.3890846650886814,8.90587094391499
-3.36734693877551,-5.0,5.1020408163265305,5.701297240678802,-13.6609745939192,-23.226103974812347,33.18243248986391,41.68308849121478,8.36734693877551,6.290675976648526,5.288353348550542,5.881185207583059,-13.89557316680078,-15.303563026727009,46.773234121950665,38.01994336076965,8.248019985489176,8.22303262614626,4.941790756840855,5.276334490109817,-9.297294303433974,-14.682599552229684,47.4091143796771,42.07798907860827,8.33500022405489,8.141892971819491,5.0747025625467455,4.971937340366463,-3.5464056623737994,-14.54849135542087,45.9941781674527,47.03154623041232,6.355779053973743,8.640760563023884
-3.163265306122449,-5.0,4.489795918367348,10.715525687631224,-14.993752603082047,-19.809495313398365,26.652415235148627,0.580245913481864,8.16326530612245,8.184330757601051,4.673088507245793,5.195252978108597,-15.092901717673804,-16.251892434765796,40.03548134676697,32.13572663650866,8.034269631692482,8.014549686328733,4.331836927490148,4.697667100889013,-10.17761706194557,-15.872902303715172,43.61837796406849,36.14563965786179,8.181150518854405,7.871631791362529,4.458527265041751,4.366994491170293,-3.866097653208401,-15.845016389173551,42.926413142536745,43.109281317610666,6.32612053407916,8.391166665712293
